username, created_at, lng, lat, text
nascarcookie20, Thu Jan 21 20:29:36 +0000 2021, -96.734900, 33.061243, @GloriaCampos 😂 I guess she didn’t get the memo that it’s not pajama day 
smpz, Thu Jan 21 20:29:36 +0000 2021, -122.805579, 45.484892, @LightningVeiled again, same 
ISCSupporters, Thu Jan 21 20:29:35 +0000 2021, -76.593531, 39.285180, Does 2021 Conference have anyone else missing the Polish Home Club? #iykyk #BmoreWithISC https://t.co/0B3hDiz1vc 
tmj_AZS_NURSING, Thu Jan 21 20:29:36 +0000 2021, -111.723891, 33.384524, Banner Health is designing the workplace to help nurses. We’ve redesigned scheduling and documentation to help free… https://t.co/gl8kgC08el 
AshleyySimone21, Thu Jan 21 20:29:36 +0000 2021, -75.770041, 42.746617, She so happy to leave smh 
Sailordude9980, Thu Jan 21 20:29:36 +0000 2021, -117.104989, 32.810012, Leadership #ftw 😀 
MALCBOOGIE_UC, Thu Jan 21 20:29:36 +0000 2021, -73.968542, 40.780709, At sum point u niggas gonna learn 2 keep sum opinions 2 ya self.. 
Mr_Daley91, Thu Jan 21 20:29:36 +0000 2021, -73.968542, 40.780709, @MelMillionne Nigga, if I show some cap these marketers are displaying, you'll be frustrated 
ID_physician, Thu Jan 21 20:29:36 +0000 2021, -114.363662, 43.680740, This job is now open at IBM in #Ketchum, ID. Follow us and turn on mobile alerts to hear about jobs like these as s… https://t.co/NlDeKO2EEe 
asteines24, Thu Jan 21 20:29:36 +0000 2021, -88.393439, 44.278243, @PatMcAfeeShow @VivalaZito #promotethevote https://t.co/ivdENjswgx 
EmerusCareers, Thu Jan 21 20:29:36 +0000 2021, -79.984179, 40.375717, Brilliant, Reliable, Talented, Dedicated, Collaborative…Okay, that’s enough about YOU. Tell us about your friends!… https://t.co/qPkbPD7zZZ 
HiTek879, Thu Jan 21 20:29:36 +0000 2021, -115.223125, 36.232915, @DbttmXXX https://t.co/atKAGPE1hN 
KeithGrant09, Thu Jan 21 20:29:36 +0000 2021, -84.151150, 33.442425, @AliciastillAOK @CawthornforNC Lmao 🤣 🤣 🤣 🤣 
howardj1157, Thu Jan 21 20:29:36 +0000 2021, -82.993419, 39.699938, @srryimally Dollar general brand batteries dude. They’re not worse than name brand, they’re half the price, and you… https://t.co/FWkfPZew6h 
jaimecorella, Thu Jan 21 20:29:36 +0000 2021, -111.498181, 28.969863, @salvadordelcas @sergiozaragoza @AdolfoGM_ https://t.co/2CHmIsbOfX 
SL8Rgirl, Thu Jan 21 20:29:36 +0000 2021, -119.306608, 37.269176, @margturps Tugboat!!! https://t.co/tjlv2wp1YR 
WallyAction, Thu Jan 21 20:29:37 +0000 2021, -117.998733, 33.692542, @HughesSarge Pray for the folks in Madrid on inauguration day 
chrissilana, Thu Jan 21 20:29:37 +0000 2021, -74.214139, 40.766601, Schools are not even what they used to be anymore. 
sadonna_rae, Thu Jan 21 20:29:37 +0000 2021, -76.295896, 36.763216, Y’all are annoying 
kumufatz, Thu Jan 21 20:29:37 +0000 2021, -157.875794, 21.324918, Breakfast with the fam @girlhaxor @iheart_ryder @haynstrongstyle and the newest addition Leihiehie... She is so pre… https://t.co/MJPAi437tI 
everyEarthquake, Thu Jan 21 20:29:37 +0000 2021, -119.983500, 46.323667, USGS reports a M0.85 earthquake, 1 km E of Sunnyside, Washington on 1/20/21 @ 23:28:11 UTC https://t.co/jDa7ILYGx4 #earthquake 
vnd_r3s, Thu Jan 21 20:29:37 +0000 2021, -118.035289, 34.070871, losing and loosing be beating y’all ass🤣 
AleahDenae, Thu Jan 21 20:29:37 +0000 2021, -75.770041, 42.746617, @mysticspit you know that! 
CortneyWhy, Thu Jan 21 20:29:38 +0000 2021, -82.669467, 40.365160, no one revving an engine has ever been attractive to me. not once 
ShaneiceePretty, Thu Jan 21 20:29:38 +0000 2021, -96.959664, 32.595264, Can’t wait to say this 😭 
daintyxlace, Thu Jan 21 20:29:38 +0000 2021, -119.827182, 39.512436, Got me out there looking like fuckin Marty Mcfly. 
MilesMinnoPhoto, Thu Jan 21 20:29:38 +0000 2021, -121.069515, 38.682857, @GameStop Not a robot wtf 
NEstorGChacon1, Thu Jan 21 20:29:38 +0000 2021, -80.290188, 25.821728, @mikepompeo Trust in the Lord’s Plan !!! 
yoitsholly, Thu Jan 21 20:29:38 +0000 2021, -117.104989, 32.810012, @MarjorieReinoso thanks! it’s sephora cream lipstain # 97 
truechainz, Thu Jan 21 20:29:38 +0000 2021, -89.266508, 39.739300, @dog_rates @97InThe5th Getting major Hachiko vibes here https://t.co/tsRinVk3MK 
MauriceLadon, Thu Jan 21 20:29:38 +0000 2021, -84.714162, 33.736306, @chelsea_pastel Not Beethoven 😂😂😂 https://t.co/HlxzjXVmrg 
Cleveromantic2, Thu Jan 21 20:29:38 +0000 2021, -87.732013, 41.833585, You have to add equity to my life for me to fuck with you it’s just that simple 
tblink, Thu Jan 21 20:29:38 +0000 2021, -89.569491, 44.900818, @OshTyler I got 7 dry aged tomahawks for 3 30pks of Keystone Light! Totally won that one. https://t.co/IaDRrp4qUp 
AndrewBast3, Thu Jan 21 20:29:38 +0000 2021, -96.053431, 41.275721, @Sethrogen maybe contract with Amazon Studios like Adam Sandler did Netflix.  I have a few other scripts.  My lates… https://t.co/tzXdUPVTXD 
Always_FightOn, Thu Jan 21 20:29:38 +0000 2021, -98.540651, 29.417501, @SenRickScott We have clearly seen YOUR JOKE OF A PARTY'S idea of govt...let the ACTUAL adults get the work done..s… https://t.co/CxuvP46QgB 
casey_tucker, Thu Jan 21 20:29:38 +0000 2021, -84.714162, 33.736306, @APsychicTaco Agree 100% 
UhKear, Thu Jan 21 20:29:38 +0000 2021, -78.987878, 35.141397, Colorism exist 1000% but y’all use that at the wrong time.... 
DanHogan95, Thu Jan 21 20:29:38 +0000 2021, -76.620482, 39.284713, @ebajek85 Is there even anyone else in that room? 
genester123, Thu Jan 21 20:29:38 +0000 2021, -75.181477, 39.829877, Lmao 
AlexaCleveland6, Thu Jan 21 20:29:39 +0000 2021, -84.326217, 33.820161, @freakalika__ Fr......😭 
TyRonRic3, Thu Jan 21 20:29:39 +0000 2021, -76.770172, 39.344992, Read this! 
j_currier94, Thu Jan 21 20:29:39 +0000 2021, -82.985772, 39.994684, @Trippy_JTG Anybody who says trade Landry needs to be exiled 
xoxorosemariee, Thu Jan 21 20:29:39 +0000 2021, -96.690937, 32.964484, @Papi_WAP Shidd give it to me &amp; stop playing 🤤🥴 
vjenkins920, Thu Jan 21 20:29:39 +0000 2021, -85.768241, 37.822244, I can’t wait to see @POTUS @JoeBiden hang @BarackObama portrait in the @WhiteHouse 💜💜💜 
gimelresh, Thu Jan 21 20:29:39 +0000 2021, -74.024507, 40.790512, @nineofwands @EimiBerenike Tru tho https://t.co/AqB4dhgls6 
fernaando_c, Thu Jan 21 20:29:39 +0000 2021, -98.540651, 29.417501, Im hungies 
alejandromb95, Thu Jan 21 20:29:39 +0000 2021, -97.547392, 25.558993, @ZulmaBC @nxstypxet https://t.co/hG2w8dVvb7 
uptowngbv, Thu Jan 21 20:29:39 +0000 2021, -84.175549, 39.719631, I did it! Thank you @POTUS and @VP! https://t.co/MB3Y67DQFG 
RO832T, Thu Jan 21 20:29:39 +0000 2021, -95.855637, 29.775700, #ultimateRVshow #campingworld #showtime #Texas #fyp  https://t.co/3iek8c8roe 
p1koh, Thu Jan 21 20:29:39 +0000 2021, -71.244279, 42.285811, 💔 
JuJuThaG, Thu Jan 21 20:29:39 +0000 2021, -118.411907, 34.020789, I see I’m finna lose a couple friends, but I’m cool with that.... fuck you niggas 🖕🏿 
pino_douglas, Thu Jan 21 20:29:39 +0000 2021, -95.446486, 29.838495, How did this guy make it to the senate💀 
teachergorman, Thu Jan 21 20:29:39 +0000 2021, -123.196980, 44.854287, @Psy_chhh https://t.co/dtsHJVsKKH 
AielloPaul, Thu Jan 21 20:29:39 +0000 2021, -72.816802, 41.456581, Interesting Fact.  Guessing #MeToo is so last 4 years. 
chesterinvest, Thu Jan 21 20:29:39 +0000 2021, -71.021340, 42.256124, @ImmigrantBagz @DCDOWORK It’s def the Biden zero emissions executive orders on 27th along with earnings on the same… https://t.co/D1AvQV0X3Y 
giantspecks, Thu Jan 21 20:29:40 +0000 2021, -122.676108, 38.452218, I used @Shazam to discover Moon by Kid Francescoli. https://t.co/et2oPcjqSW 
tommyboxeo, Thu Jan 21 20:29:40 +0000 2021, -73.723025, 45.557830, @Chris120778 @mrboxingguru Going to the 305 for that fight, bro?I know @Mitchconner1969 might go.. lolI might g… https://t.co/RazjYJRwGa 
ChocDelight1980, Thu Jan 21 20:29:40 +0000 2021, -87.732013, 41.833585, Me when somebody calls me Jennifer instead of Jen lol 
xFashion_Killa, Thu Jan 21 20:29:40 +0000 2021, -84.266174, 30.476216, i really hate when ppl make me feel like i’m a burden whenever i ask for a favor so when i get a new car , i promis… https://t.co/iFdiDzq9TP 
Hannah80677518, Thu Jan 21 20:29:40 +0000 2021, -123.122401, 44.065621, https://t.co/2akpiqTrwf 
kayphotozwitaz, Thu Jan 21 20:29:40 +0000 2021, -118.411907, 34.020789, ✌🏾 Pretty Bestfriends📸🔥👯‍♀️@VCHAANEL https://t.co/6K5v9f36eP 
christinekdixon, Thu Jan 21 20:29:40 +0000 2021, -119.306608, 37.269176, @ValPerez_STEAM @tinkercad @jesush1979 @TIAscience @dailystem @ReneeWellsSTEAM @miroyscience @AllieBBogart… https://t.co/09zddCqlbm 
MichelleInCAL, Thu Jan 21 20:29:41 +0000 2021, -117.104989, 32.810012, @Pqlyur1 @irritatedwoman True story 
KenMcGunagle, Thu Jan 21 20:29:41 +0000 2021, -71.500833, 41.437057, @Anarchomom373 Right.   I agree. 
jagaparker_, Thu Jan 21 20:29:41 +0000 2021, -120.598328, 37.350299, Love listening to music that takes me down memory lane 
Mira_Gobel, Thu Jan 21 20:29:41 +0000 2021, -118.321068, 46.064640, Leadership is not about the numbers but is about taking care of the people who are working on the numbers. Empathy… https://t.co/ma13sbEOby 
silvapa2006, Thu Jan 21 20:29:41 +0000 2021, -117.220413, 33.809139, Mets, Astros, Braves 
CMGSOS, Thu Jan 21 20:29:41 +0000 2021, -118.244500, 34.056400, Just posted a photo @ Los Angeles, California https://t.co/mI2CL7xd4Q 
djsoap92, Thu Jan 21 20:29:41 +0000 2021, -84.315070, 33.874544, A funny thing about Twitter is that you are positioned communicate with people you don’t know, like you know them.… https://t.co/JiT5ppo5GT 
weatherlyaj, Thu Jan 21 20:29:41 +0000 2021, -83.152768, 42.666643, @TMSNXDetroit @April_MG 
dilyalva, Thu Jan 21 20:29:41 +0000 2021, -95.117015, 29.707585, @BValerie97 https://t.co/sRsTti3a1G 
caitmclaren, Thu Jan 21 20:29:41 +0000 2021, -75.800141, 45.248791, @OTHSMrT @OTHSPANTHERS @evcoopaloop @mrseabbott @bauerwally @MrDWardChem @MrsBancej @jennyfshr @ScottMcEwen7… https://t.co/2nVgmnDZWN 
DaricCott, Thu Jan 21 20:29:42 +0000 2021, -118.411907, 34.020789, @1DJFirstClass It really is, they could’ve just never asked me to apply in the first place. It was a waste of time. 
CharonBrad, Thu Jan 21 20:29:42 +0000 2021, -77.604684, 41.117936, @RobAnderson2018 @RexChapman She lost me when she said, we don't even see the American flag anymore. Biden is talki… https://t.co/vWTZqNrdhN 
tommygeenyc, Thu Jan 21 20:29:42 +0000 2021, -73.831187, 40.670879, @taber https://t.co/SiwWNNTv8P 
airborneisfly, Thu Jan 21 20:29:42 +0000 2021, -85.557096, 38.312902, @RedMufflerMan Oh, and I def say Yellow was the one that came out on top in bt4 
Just__Rellz, Thu Jan 21 20:29:42 +0000 2021, -73.948775, 40.655138, Whats my greatest accomplishment? Getting two 6 year olds to complete their homework in three hours 
LSelvar, Thu Jan 21 20:29:42 +0000 2021, -122.296489, 47.442583, @XOXROXYOXO @Turtles1417 Thanks darlin &amp; I know EXACTLY what you mean 🤪OY‼️ Hope you're having a good day today ❤️ 
RubenReyRamirez, Thu Jan 21 20:29:42 +0000 2021, -95.446486, 29.838495, People think I’m mean cause I’m blunt. Just wait till I actually don’t like you 😏 https://t.co/BeMlGFSoTy 
Lawrenc94053320, Thu Jan 21 20:29:42 +0000 2021, -105.550890, 38.997936, @mandylawson7 I took care of 6 
Rodriguezdagawd, Thu Jan 21 20:29:42 +0000 2021, -83.804475, 27.698682, They gone see wtf i got to say 
Author_T_A_Chan, Thu Jan 21 20:29:42 +0000 2021, -71.301507, 42.804978, @KarlyDizon Oh no it’s really bad. It was a 60k disaster I wrote in 8th grade 🙈😭 I don’t remember much of it except it involved angels 😂 
djmacjr, Thu Jan 21 20:29:43 +0000 2021, -78.881800, 42.993664, @Schopptalk @Bulldogwgr I think you need to embrace this new era of the Bills being betting favorites most weeks an… https://t.co/FNac80lC9E 
syyyfryy, Thu Jan 21 20:29:43 +0000 2021, -98.540651, 29.417501, My allergies are so bad I just want to cry 
uncleP38, Thu Jan 21 20:29:43 +0000 2021, -71.088712, 42.313670, https://t.co/gAGTOtlJM2 
JulietteNordic, Thu Jan 21 20:29:43 +0000 2021, -81.044241, 29.291700, @HaroldC54101647 Thank you ~❤❤❤ 
Iconicallstars, Thu Jan 21 20:29:43 +0000 2021, -88.326680, 41.985550, Just posted a photo @ Iconic Allstars https://t.co/BvogJuxCR3 
ashbry8, Thu Jan 21 20:29:43 +0000 2021, -73.948775, 40.655138, @Lowes Done. 
zahirahnia, Thu Jan 21 20:29:43 +0000 2021, -80.233328, 25.782353, Whoever is paying attention, take notes 📝 
511nyLongIsland, Thu Jan 21 20:29:43 +0000 2021, -73.342100, 40.797000, Cleared: Construction on #NY112 Both directions from I-495 South Service Road to Granny Road; Ramp 
511NYMidHudson, Thu Jan 21 20:29:43 +0000 2021, -73.774266, 41.062385, Cleared: Construction on #BronxRiverParkway SB from Exit 26 - Virginia Road; Town of Greenburgh to Exit 24 - Fisher Lane 
ThaReal_Ceo, Thu Jan 21 20:29:43 +0000 2021, -76.295896, 36.763216, @_tgwtt Shidddd not me lol I barely use it honestly unless u really my ol lady 
Thunderrwolff, Thu Jan 21 20:29:43 +0000 2021, -77.921080, 35.332111, @daisies123_ Her stomach must be in hella pain 
511NYMidHudson, Thu Jan 21 20:29:43 +0000 2021, -73.774640, 41.054432, Cleared: Construction on #BronxRiverParkway NB from Exit 24 - Fisher Lane to Exit 26 - Virginia Road; Town of Greenburgh 
DeannaMolinaro, Thu Jan 21 20:29:43 +0000 2021, -79.876100, 43.260000, Just posted a photo @ Hamilton, Ontario https://t.co/yRlPa7fGrQ 
UToledoPMR, Thu Jan 21 20:29:43 +0000 2021, -83.574671, 41.656590, Knees and hips and bears, oh my! 😆 💪💉 Finishing off a great week at our VA clinic under the supervision of Associat… https://t.co/hmo1vRrUxF 
leahdpaige, Thu Jan 21 20:29:43 +0000 2021, -90.011008, 29.982601, What I’m looking forward to in #PHI444 is a discussion on why there has to be a Greatest Female Rappers list and a… https://t.co/cLc4Flts8I 
Filmenbreh, Thu Jan 21 20:29:43 +0000 2021, -95.446486, 29.838495, Houston Texas is one of the most beautiful cities, especially at night. https://t.co/lKZyzu5mmN 
forjustminutes, Thu Jan 21 20:29:44 +0000 2021, -79.272570, 43.629311, once again I am thinking about tayce 
tradeinpanties, Thu Jan 21 20:29:44 +0000 2021, -96.961483, 32.863917, i’m not gon hold y’all... i don’t even know who dani leigh is. 
neil_l, Thu Jan 21 20:29:44 +0000 2021, -81.850750, 26.711377, @Xenguin1 @AJentleson 1/2 Garland wasn’t an olive branch…he was an obvious ploy to replace a strict constructionist… https://t.co/MfYutyRgsc 
uvadubs2007, Thu Jan 21 20:29:44 +0000 2021, -79.420865, 38.003376, I think my cat just deleted a year’s worth of e-mail in my inbox. 
Katheri89967051, Thu Jan 21 20:29:44 +0000 2021, -74.046402, 40.885966, @CDCgov Patrick CAINDENITE in North Carolina why you Quit Im proud NEW JERSEY PHYSICALLY WANTED to KILL me physica… https://t.co/D449rjGu0S 
dukebroo, Thu Jan 21 20:29:44 +0000 2021, -97.654794, 31.053384, Judging based on your tweets 
SoftSide1, Thu Jan 21 20:29:44 +0000 2021, -76.620482, 39.284713, If your pets had a Diet Coke button, what would it be for? 
511NYMidHudson, Thu Jan 21 20:29:44 +0000 2021, -73.862703, 40.921504, Incident on #I87NYSThruway NB at Before Exit 2 (I-87) - Yonkers - Yonkers Ave https://t.co/EnvxkJMS4n 
dannyrose_8, Thu Jan 21 20:29:44 +0000 2021, -95.446486, 29.838495, there goes the Jets Trade @HoustonTexans 
LifeAlert_Lu, Thu Jan 21 20:29:44 +0000 2021, -73.849441, 40.850347, @_shinobipam 😭 
OshunsMirror_, Thu Jan 21 20:29:44 +0000 2021, -76.615181, 39.396352, I feel it coming 🧿 
Jayefonzo, Thu Jan 21 20:29:44 +0000 2021, -117.661853, 34.119646, @__Jo3y January 21Baby girl, I had to run, I'll be back a couple months 
Doodlebags, Thu Jan 21 20:29:44 +0000 2021, -86.791549, 36.200008, @Torbentegner Thanks for all the attention! 
Sweendog9, Thu Jan 21 20:29:44 +0000 2021, -117.104989, 32.810012, #class Thank you for ALWAYS being a pro 
cannylou, Thu Jan 21 20:29:44 +0000 2021, -74.248283, 40.334148, @smartstatistic He made it through the event without ....well I was going to say imploding b/c he can come off like… https://t.co/vUZ3fnGexa 
amdavis1218, Thu Jan 21 20:29:45 +0000 2021, -83.173867, 32.678207, @EllstonLogan @thedailybeast White Supremacist. 
houseofari, Thu Jan 21 20:29:45 +0000 2021, -77.236969, 38.805115, that thang thangin in the VERSACE robe https://t.co/7kpl7ATC9E 
r_s_guerrero, Thu Jan 21 20:29:45 +0000 2021, -117.562152, 34.121670, @LyssLyss15 https://t.co/TaD3d5J6ZS 
jwhieb, Thu Jan 21 20:29:45 +0000 2021, -121.779628, 36.679868, @skjelles @NCAA We will be starting up soon with some outdoor workouts.. All the indoor facilities here in Monterey county are closed... 
lleigh1982, Thu Jan 21 20:29:45 +0000 2021, -88.801389, 36.156944, Happy birthday in heaven GG/Grandmother! Aven is enjoying a classic snack of carrots and peanut butter. I love you… https://t.co/TBan6kKvK2 
DockreyKelley, Thu Jan 21 20:29:45 +0000 2021, -118.411907, 34.020789, I am doing my part to stay safe from #COVID19 Are you?#WearAMask#StayHome#SocialDistancingCheck out my SafePa… https://t.co/mipl61k249 
blancasolg, Thu Jan 21 20:29:45 +0000 2021, -100.293591, 25.641718, Me encantas 🧸🤍 
MikeyDropz, Thu Jan 21 20:29:45 +0000 2021, -115.149000, 36.167500, Just posted a photo @ Las Vegas, Nevada https://t.co/zcaz8eLOyt 
MARTIN_CASAS, Thu Jan 21 20:29:45 +0000 2021, -90.247824, 38.653771, @PROMOMissouri Republicans are going to stay dumb these next four years aren’t they? 
bikeindexstolen, Thu Jan 21 20:29:45 +0000 2021, -122.342557, 47.660009, STOLEN - Green Cannondale Topstone Carbon Ultrega RX 2 in Seattle, WA https://t.co/9ILmGigsIU https://t.co/roZ9DPOmgO 
Cmjr91331, Thu Jan 21 20:29:46 +0000 2021, -118.436008, 34.288987, Lakers are back! 😩 https://t.co/3liaOimBBd 
reoharrison, Thu Jan 21 20:29:46 +0000 2021, -74.706464, 40.396679, Great news praying for lots of snow this yearof all years!https://t.co/4KLuDYVMKn 
__karina_garcia, Thu Jan 21 20:29:46 +0000 2021, -74.271204, 40.521462, Joe better include us college students that are claimed by their parents on the bill for the new Stimmy 😭 
Lilly_Ung, Thu Jan 21 20:29:46 +0000 2021, -94.180216, 33.120686, @rileyahalford https://t.co/CQDGz0zMpc 
eniolakiite, Thu Jan 21 20:29:46 +0000 2021, -87.322169, 36.550984, @solomon_nkwor 😅😅 
MikieJ34, Thu Jan 21 20:29:46 +0000 2021, -71.504117, 42.752970, @coldwars @baseballpackers Poor people get Financial Aid &amp; go to Community College for free. In MA if you Ace your… https://t.co/95ojDFMMF2 
tmj_atl_it, Thu Jan 21 20:29:46 +0000 2021, -84.387982, 33.748995, Nervous to apply for a job like "Lead Digital Solution Architect" at Thermo Fisher Scientific? Apply even if you're… https://t.co/UTBGZJaZek 
tmj_cte_labor, Thu Jan 21 20:29:46 +0000 2021, -71.453683, 41.556832, Want to work at Adecco? We're hiring in North Kingstown, RI! Click the link in our bio for details on this job and… https://t.co/KPSVKiqpYC 
kaylyn_yu, Thu Jan 21 20:29:46 +0000 2021, -121.439383, 38.410428, @mxdiisonw @abayzach hm cant read sorry 🥸 
joey753, Thu Jan 21 20:29:46 +0000 2021, -79.616073, 43.555244, @JustinTrudeau What an intellectually deficient fool you are!You are anti Alberta, and the cause of divisiveness a… https://t.co/H6UUgGWxYk 
tmj_IND_schn, Thu Jan 21 20:29:46 +0000 2021, -86.033155, 39.806718, Interested in a job in #Indianapolis, IN? This could be a great fit. Click the link in our bio to apply: Rx Order S… https://t.co/PitfVbHTdO 
JJocques, Thu Jan 21 20:29:46 +0000 2021, -123.029015, 44.935084, @atensnut @evitacubanita1 Worse...an idiot listening to morons. 
tmj_AZ_auto, Thu Jan 21 20:29:46 +0000 2021, -111.841250, 33.306160, Do you Love your Neighbor as Yourself? Live in #Chandler, AZ? This job may be for you. Click here to apply today:… https://t.co/NzL8Ale0YC 
jyotigill10, Thu Jan 21 20:29:46 +0000 2021, -121.436217, 37.723350, @macarthur54 America did it. 
CNoelDdub4life, Thu Jan 21 20:29:46 +0000 2021, -86.680738, 32.576227, @backstreetboys May this year be filled with new beginnings less   heartache and tears more love music laughter and  cheere💯❤ 
tmj_buf_util, Thu Jan 21 20:29:46 +0000 2021, -78.634200, 42.898236, This job might be a great fit for you Maintenance Technician I - https://t.co/mTMGuvYMbi #cintasjobs 
tmj_admjobs, Thu Jan 21 20:29:47 +0000 2021, -118.661481, 34.136721, Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like "IT SYSTEM… https://t.co/uRTdjNoz6D 
bigzaddyxamm, Thu Jan 21 20:29:47 +0000 2021, -83.654079, 32.848817, @qvibezs How u been friend 
AKWeissman, Thu Jan 21 20:29:47 +0000 2021, -98.540651, 29.417501, @TheMontereySA @bigtexjohnny I really hate that you are such a mover and shaker. I miss the ol’ days when you were… https://t.co/HfagGcQuRj 
midlifetimmy, Thu Jan 21 20:29:47 +0000 2021, -116.238001, 43.598033, @milkinhisbag what game 
emi_almanza, Thu Jan 21 20:29:47 +0000 2021, -89.446166, 43.080267, Well damn https://t.co/xCr4hIfVkY 
JennBaumaster, Thu Jan 21 20:29:47 +0000 2021, -84.279639, 39.496251, Who’s ready for an intro to programming? BFHS Freshman in Mobile Computing! @UC_SOIT @BishopFenwick1… https://t.co/av0lkiloGv 
GabiJaniel, Thu Jan 21 20:29:47 +0000 2021, -80.926628, 33.631140, @stopitbruh cant help but call ppl out on their shit 
mr405irep, Thu Jan 21 20:29:47 +0000 2021, -97.098062, 32.705399, ⛪️’s 🐔 🥪 = 🔥😋🙌🏾 @ChurchsChicken https://t.co/JTcilPOkio 
staciet8, Thu Jan 21 20:29:47 +0000 2021, -111.931711, 34.168253, Omg 😂 @JPMaiava better chillllllllCheii Bernie with the Tate’s after butchering a steer 😂 https://t.co/R0aF5fpxyw 
deleejay12, Thu Jan 21 20:29:47 +0000 2021, -82.063185, 33.440717, @GottliebShow @HolleyandSmith @bomani_jones Add this to the end of the end zone: END RACISM IN THE NFL 
Auggurl913, Thu Jan 21 20:29:47 +0000 2021, -74.196525, 40.662479, @_c_lynn @ReportsDaNews @AlmarieWatson 🤣 
saintxavier__, Thu Jan 21 20:29:47 +0000 2021, -79.540930, 40.305028, I could way more annoying lol 😂 https://t.co/H8FycViM6E 
ConstanceJackso, Thu Jan 21 20:29:47 +0000 2021, -96.761753, 32.819858, Donald Trump’s last minute rearranging of the deck chairs https://t.co/pobb7LNqdO via @PalmerReport 
notmikke, Thu Jan 21 20:29:47 +0000 2021, -87.732013, 41.833585, bruh my friends are crazy talented. i just had to put that out there 
JeremyFilosa, Thu Jan 21 20:29:48 +0000 2021, -73.723025, 45.557830, @WilliamAyers15 @CanadaSoccerFR Non, il ne le sera pas. 
jpcronk, Thu Jan 21 20:29:48 +0000 2021, -84.539813, 39.137038, @RepBradWenstrup @SBAList Ah yes, the good old @GOP: pro-life while you're in the womb, do their damndest to kill you once you're out. 
andrew_ddl, Thu Jan 21 20:29:48 +0000 2021, -98.716992, 35.309047, @LumieeGalaxy nah 
ToddBrommelkamp, Thu Jan 21 20:29:48 +0000 2021, -91.682855, 41.976528, Put on decent clothes today. You know what that means.Catch the show on @KGYMRadio at 4 and follow along with m… https://t.co/Lcbp12Mip6 
LanceMandrigues, Thu Jan 21 20:29:48 +0000 2021, -118.125196, 34.583629, Your eyes, like sunshine on my face 
BrandTran, Thu Jan 21 20:29:48 +0000 2021, -79.980689, 40.431389, Yay Pittsburgh! #CityofChampions #InternationallyRecognized 
VVonstarr, Thu Jan 21 20:29:48 +0000 2021, -75.117998, 40.004866, @DamoLenehan Not one bit 
stay_monkey, Thu Jan 21 20:29:48 +0000 2021, -73.948775, 40.655138, Siri play Dark Blue by MUNA https://t.co/VjdgPG02JP 
Kahlo54, Thu Jan 21 20:29:48 +0000 2021, -73.831187, 40.670879, @griffgar @AnaMVisGu @CaoCaito @2006_tiburon @luisfcocabezas Tu no crees que este enamorada? 
jkopac7, Thu Jan 21 20:29:48 +0000 2021, -80.212238, 40.567286, @drizzydraz_24 Dude had Andy Dalton in the Playoffs all them years lol, idk well see i guess 
rbabox, Thu Jan 21 20:29:48 +0000 2021, -79.687300, 44.376000, A Slaty-backed Gull continues in Ontario, Canada https://t.co/oer7SMnLqP Photo: Dave Szmyr #ABARare #birding https://t.co/VVJ7bKVRLg 
fjtucson, Thu Jan 21 20:29:48 +0000 2021, -110.915573, 32.189391, Fun, family &amp; light during a dark and sometimes sad time in higher ed, in our country and in our tribal nations - I… https://t.co/0xEJCixssR 
JSanchez2345, Thu Jan 21 20:29:48 +0000 2021, -95.446486, 29.838495, @FIREINTHEMLG @TheUnofficialCJ Yea but he didn’t say it 
its_conscious, Thu Jan 21 20:29:48 +0000 2021, -80.846785, 35.209059, @MsgDick @gimmerawdick Bettt, where I stay - I’m in Charlotte NC 
RedHedGoneRogue, Thu Jan 21 20:29:48 +0000 2021, -80.000000, 35.500000, Just posted a photo @ North Carolina https://t.co/WHPhJfgNZj 
PotroRob, Thu Jan 21 20:29:48 +0000 2021, -80.149173, 26.150368, 🙄 https://t.co/Xm8bP44z2C 
ivetadrianaaa, Thu Jan 21 20:29:49 +0000 2021, -97.482100, 31.077449, Look @ God 🥲♥️ always showing out 
DarlstephL, Thu Jan 21 20:29:49 +0000 2021, -82.669467, 40.365160, @GOPChairwoman Lawsuits now against the executive orders! 
blissofry, Thu Jan 21 20:29:49 +0000 2021, -95.446486, 29.838495, yal b calling folks boujee because they’re personal taste don’t match with yours.... ion like that. 
CliffSwisher18, Thu Jan 21 20:29:49 +0000 2021, -76.406294, 40.325306, @Audrey24108334 Agree👍 
SammieS09186074, Thu Jan 21 20:29:49 +0000 2021, -78.895441, 35.990983, He did 
staceybae_, Thu Jan 21 20:29:49 +0000 2021, -82.442694, 27.996595, Imma need all these engagement ring sponsored stories to go away. It’s giving me anxiety 🥲 
Duhnice21, Thu Jan 21 20:29:49 +0000 2021, -96.761753, 32.819858, I wanted to watch funny TikToks not the giving birth &amp; why should it be natural lol idc I’m still getting an epidural! 
SIMARAxG, Thu Jan 21 20:29:49 +0000 2021, -88.161555, 30.683649, y’all cannot attach my name to nobody. literally. i DONT talk to yo fuckin cousin dude lmaooo. i don’t even talk to my friends. pls stop. 
ShyNejen, Thu Jan 21 20:29:49 +0000 2021, -122.871814, 45.491334, @MissShugaCain https://t.co/LAnYueLDW8 
